SampleID,ModulationType,DataRate,EndToEndDelay,PacketDeliveryRate,TaskSatisfactionRate,TransmissionPower,CurrentChannelPowerGain,CrossChannelPowerGain,QoSScore
1,64-QAM,12,39,0.2893261307690105,0.0,26.675074246988064,0.017324147839645664,0.006602503694615217,0.0
2,QPSK,24,16,0.7381121791465692,0.0,23.501522900895974,0.029750830219635406,0.009325035793650347,0.0
3,16-QAM,6,9,0.28623301084272557,0.0,15.467722600275305,0.09224246873529794,0.006916662800921782,0.0
4,QPSK,6,7,0.4783065960696623,0.0,16.80687397821673,0.04581371797354663,0.003971889405405728,0.0
5,64-QAM,6,43,0.5938566641748659,0.0,11.390778141533442,0.011252795218789607,0.0012978361398428859,0.0
6,64-QAM,6,47,0.5214740170492922,0.0,29.4338592794029,0.04943156746409213,0.0028229820018601985,0.0
7,64-QAM,24,2,0.6302174998090952,0.0,13.96057814900951,0.029598584506286055,0.0014208144223090725,0.0
8,64-QAM,18,47,0.43240571535342975,0.0,11.40622209294401,0.05143038092847742,0.003867980243460158,0.0
9,16-QAM,18,21,0.7169821084344908,0.0,16.861632641029605,0.02075644069536768,0.0045316799855572585,0.0
10,64-QAM,12,22,0.48366282816233974,0.0,28.955212930699,0.021340018034425028,0.006645377496525754,0.0
11,64-QAM,6,28,0.402823599205553,0.0,22.478438106625806,0.01521247583343191,0.0069605008706542775,0.0
12,16-QAM,18,33,0.0047861935488136,0.0,22.405932895126412,0.030428206390284956,0.005686295147946049,0.0
13,64-QAM,18,24,0.8437827387198139,1.0,16.551660730256863,0.0764062227805199,0.003607628545679127,0.2873642116998837
14,64-QAM,6,28,0.4607790587817677,0.0,20.27426215365425,0.0705842783358899,0.00609116817697453,0.0
15,256-QAM,18,6,0.48491817344644705,0.0,28.450783912246553,0.06050843586202546,0.008533602234951193,0.0
16,16-QAM,12,14,0.4766394240950287,0.0,19.16690513416785,0.0645693243551528,0.008355195774457683,0.0
17,QPSK,24,23,0.1338810105408208,0.0,20.668292150386023,0.01115721441809081,0.0047105503848086355,0.0
18,QPSK,24,34,0.15220418845863892,0.0,22.46060756767161,0.09499903794250268,0.0005916028118008714,0.0
19,256-QAM,6,9,0.7618162541275655,0.0,11.691328616122396,0.003424525935335049,0.0065562760137704,0.0
20,QPSK,12,10,0.6905626523808048,0.0,20.284342851121806,0.0660174527656657,0.009657686688308454,0.0
21,256-QAM,12,8,0.8416404412176568,1.0,15.918500830616615,0.024440385814014084,0.00823408510831864,0.44602527576103546
22,256-QAM,6,1,0.08982478723001475,0.0,19.202818788794698,0.0025280781764699797,0.0001137383401041892,0.0
23,256-QAM,24,38,0.6018979334693735,0.0,26.35019666159941,0.020395356135179232,0.00672626960446783,0.0
24,64-QAM,24,20,0.931458920595215,1.0,18.7080537100297,0.05521111907797974,0.00019830770616629118,0.3821618253720093
25,16-QAM,24,13,0.7832309697044749,0.0,20.750169442710543,0.06684982010144544,0.004453156748545033,0.0
26,16-QAM,6,28,0.41506957997556715,0.0,16.12935244422635,0.01700057018265202,0.005538021145441173,0.0
27,16-QAM,24,31,0.17225802704357118,0.0,15.816535613407297,0.03653286001510523,0.003543552741293703,0.0
28,QPSK,12,41,0.7966841648884257,0.0,14.332853169055625,0.09893078892315864,0.009883804137152227,0.0
29,QPSK,6,20,0.33035101844872916,0.0,22.63919358462139,0.08433128796393465,0.009516678797568935,0.0
30,64-QAM,12,8,0.8630156516508908,1.0,18.385435915874766,0.09547734600394799,0.004717196039612371,0.4593847822818067
31,64-QAM,24,46,0.6228005695398313,0.0,26.484919420880814,0.03903414608038299,0.00942819048067411,0.0
32,16-QAM,12,7,0.18515588714373,0.0,24.577596757063738,0.03169112280314455,0.0022497023329554142,0.0
33,256-QAM,12,45,0.16924569306398607,0.0,11.546026241454578,0.0960236565232045,0.0019519644784590528,0.0
34,QPSK,18,16,0.26347705416848755,0.0,14.36756486049033,0.0017057833322948665,0.004132678654093956,0.0
35,256-QAM,12,36,0.8558604416612048,1.0,28.378830270680783,0.005254938051983663,0.008118206118408041,0.17491277603825298
36,256-QAM,12,33,0.3440693860538807,0.0,27.263724411796833,0.0977544195164305,0.008032247317734305,0.0
37,64-QAM,18,25,0.8099510141196824,1.0,20.535333058341372,0.025956961454158,0.0008338860943932928,0.25621938382480147
38,16-QAM,12,28,0.49885470414094524,0.0,12.499797177282353,0.0979235441941741,0.002153458213196493,0.0
39,256-QAM,18,12,0.15106727906479744,0.0,19.328570878230238,0.050853366752804205,0.0007980602185902098,0.0
40,256-QAM,18,49,0.48582434937570895,0.0,22.20574473522184,0.047920769624582346,0.006020514313300872,0.0
41,QPSK,12,31,0.34696518410762867,0.0,23.04672770099333,0.07156053737207489,0.0054924900896791765,0.0
42,64-QAM,24,46,0.6260603196389534,0.0,23.78239438800668,0.061409447191541656,0.0041814217474769565,0.0
43,QPSK,12,1,0.5293165889757444,0.0,18.081600938803675,0.06664286236682303,0.007203191975240295,0.0
44,QPSK,18,27,0.9640428814226124,1.0,11.335575513995364,0.09761889782806861,0.008289715495273587,0.3325268008891327
45,16-QAM,18,18,0.6105564080223349,0.0,16.50891462044466,0.040700562056808276,0.0018773674642724343,0.0
46,64-QAM,6,14,0.6008641075848693,0.0,12.28929342085414,0.019718055430073492,0.00908089460314071,0.0
47,64-QAM,18,42,0.3102402401787342,0.0,14.56562292406058,0.08859853985051654,0.003399885138061421,0.0
48,256-QAM,12,26,0.7236455678582335,0.0,11.444990809163757,0.014345413148216066,0.005225555392530137,0.0
49,64-QAM,18,35,0.0584777687821848,0.0,19.87656353860733,0.09891227025751184,0.008720690191280165,0.0
50,16-QAM,24,31,0.37183144755086506,0.0,13.584813012959263,0.0350486965379825,0.007833956205166808,0.0
51,256-QAM,12,34,0.8256158513418791,1.0,20.21782211697205,0.047713411098961336,0.0068449840891825495,0.17600990708867442
52,256-QAM,24,27,0.0622286725061959,0.0,20.008940693523687,0.01285926961724897,0.00999598998025027,0.0
53,QPSK,18,43,0.09047847599098702,0.0,19.427272582649366,0.08441747500865603,0.008228860290821623,0.0
54,256-QAM,24,28,0.33290168288721345,0.0,17.695226980156903,0.013633794208179291,0.0008811960712902623,0.0
55,16-QAM,24,35,0.6562502022979038,0.0,25.101136004129973,0.08398894008218453,0.007633140011375649,0.0
56,QPSK,12,30,0.7952770815611356,0.0,20.096796526138803,0.04727548080696939,0.009073084544225582,0.0
57,16-QAM,18,50,0.8414570877712069,1.0,26.423285140099054,0.026115979669360426,0.007731310894380233,0.0
58,16-QAM,6,37,0.47046704312508736,0.0,16.017890981951396,0.07868620028691255,0.009460139207931102,0.0
59,64-QAM,6,19,0.8672195760968141,1.0,14.755758864613988,0.058777774355270956,0.0018010550897471916,0.35201223506050877
60,QPSK,12,38,0.2502803227365571,0.0,21.73481124943222,0.03280594035131319,0.00977026326682472,0.0
61,QPSK,6,42,0.20776166430113652,0.0,21.253659238355343,0.04267536990645259,0.00626503593301052,0.0
62,256-QAM,12,8,0.6327666681465924,0.0,20.260056144886203,0.08648584762578891,0.004710208002628359,0.0
63,16-QAM,18,8,0.5208781787143859,0.0,27.96540647495673,0.034498030926461164,0.00144424576152155,0.0
64,256-QAM,24,34,0.758325298305262,0.0,12.64547475788411,0.02435452173837774,0.0068169226876640164,0.0
65,16-QAM,12,1,0.6056744456182979,0.0,24.28404513577625,0.08102168636709221,0.00017961650495300802,0.0
66,256-QAM,24,0,0.08593439481990672,0.0,25.00489102369226,0.03309256890089384,0.0005844506664183321,0.0
67,64-QAM,6,39,0.20546813974546707,0.0,28.97460968751688,0.059140090282028886,0.006481975754154503,0.0
68,QPSK,24,46,0.642239970207459,0.0,22.69431826373286,0.08071220396352485,0.003215845681251579,0.0
69,256-QAM,18,44,0.03937487256008254,0.0,17.43764603311392,0.08726744725880753,0.001832481526179939,0.0
70,QPSK,6,24,0.4172738276010616,0.0,25.88979475127025,0.029666447023299843,0.007446901155576415,0.0
71,256-QAM,12,3,0.2128025614503123,0.0,23.88463419269134,0.07552234955219772,0.005963493388932174,0.0
72,256-QAM,18,34,0.8733754090283018,1.0,29.27248532501793,0.08590910513528721,0.0008826415992793108,0.20585963064268858
73,256-QAM,12,0,0.9480105704785193,1.0,12.005240059744066,0.0774350431505806,0.005100883785977791,0.5925066065490745
74,256-QAM,18,45,0.4282475708855904,0.0,15.570691292818958,0.043749316300308455,0.007935375216525193,0.0
75,256-QAM,18,22,0.3059707582202096,0.0,17.044990109186294,0.031735264789033935,0.0007235523510251282,0.0
76,256-QAM,24,30,0.11823623105527736,0.0,29.831965883376807,0.08916771965257017,0.00959894941660292,0.0
77,64-QAM,12,41,0.5278482987113979,0.0,20.201027554722604,0.09105585506432975,0.0075110753761666255,0.0
